Date,Time,Location,Operator,Flight,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Latitude,Longitude
12/15/1950,13:30,"Valera, Venezuela",Avensa,,Merida - Caracas,Douglas C-47-DL,YC-C-AVU,4432,310.0,310,0.0,"The aircraft crashed into mountains shortly after taking off.  Pilot error. The captain decided to cross the Seven Lagoons mountain range in severe overcast, thinking that he was 30 kms further north, where the range drops to 2,000m. Instead, he flew into 4,000m cliffs. In the last seconds, he realized he was in trouble and tried to gain altitude. For a hundred meters or so he cut through small trees, but finally crashed. A small fire followed.",9.3148173,-70.6081655
10/22/1958,11:50,"Anzio, Italy",British European Airways,142,London - Napoli,Vickers Viscount 701C,G-ANHC,63,310.0,310,0.0,Midair collision with an Italian Air Force F-86. The airliner drifted off course. Neither pilot saw each other before they collided.,41.4471008,12.6285618
05/12/1959,16:13,"Chase, Maryland",Capital Airlines,75,New York City - Atlanta,Vickers Viscount 745D,N7463,287,310.0,310,0.0,"Disintegrated in-flight due to severe turbulence after penetrating a thunderstorm. Icing. A farmhand observed a large chuck of ice fall from the plane seconds before the crash. A second plane crash involving Capital Airlines occurred at Charleston, WV on this same day.",39.3634413,-76.3710704
09/26/1960,23:40,"Moscow, Russia",Austrian Airlines,901,Warsaw - Moscow,Vickers Viscount 837,OE-LAF,437,370.0,310,0.0,"Crashed on approach to Moscow, 11 nm short of the runway. Malfunctioning or misread altimeter.",55.7504461,37.6174943
12/11/1960,19:50,"San Andres de Giles, Argentina",Military - Argentine Air Force,,Buenos Aires - Lima,Avro 691 Lancastrian IV,T-102,,310.0,310,0.0,The domestiflight cashed and burned in heavy rain 100 miles from it's destination. Pilot error. Flying VFR in adverse weather conditions.,-34.4423682,-59.4475148
11/20/1964,21:14,"Angelholm, Sweden",Linjefyg,,,Convair CV-440,SE-CCK,195,430.0,310,0.0,Descended prematurely struck the ground 2 km short of  the runway. Crew mistook lights perpendicular to the runway for runway lights and descended prematurely.,56.2429224,12.8619375
02/21/1964,16:00,"Marawi, Philippines",Philippine Air Lines,946,Cotabato - Malabang - Iligan - Cayagan de Oro,Douglas DC-3,PI-C97,14944/2638,320.0,310,0.0,Struck trees on a mountain ridge and crashed while attempting to land. Continued flight under VFR into IFR conditions.,8.0047262,124.2854351
12/31/1970,,"Off Algiers, Algeria",Rousseau Aviaiton,,Algiers - Menorca,Nord 262E,F-BNGB,2,310.0,310,0.0,Ditched in the ocean. Mayday received. No trace of the plane ever found.,36.6981025,3.0951001
05/07/1981,10:53,"Rio de la Plata, Argentina",Austral Lineas Aeras (Argentina),901,Tucuman - Buenos Aires,BAC One-Eleven 529FR,LV-LOX,212,310.0,310,0.0,The aircraft crashed into a river bed after two missed approaches and while in a holding pattern. Severe turbulence and thunderstorms where occurring in area. Loss of control of the aircraft and impact with the water by an error of the pilot in assessing the meteorological conditions on crossing through a zone of extremely violent cumulonimbus clouds. Windshear.,-34.8629805,-57.3279806
09/06/1985,15:21,"Milwaukee, Wisconsin",Midwest Express,105,Milwaukee - Atlanta,McDonnell Douglas DC-9-14,N100ME,47309/393,310.0,310,0.0,The aircraft stalled and dove into the ground as it  took off.  Failure of right engine after compressor spacer failure precipitated by a fatigue crack. The crew's improper use of flight controls in response to the catastrophifailure of the right engine during a critical phase of flight which led to an accelerated stall and loss of control of the airplane. Contributing to the loss of control was a lack of crew coordination in response to the emergency.,43.0349931,-87.922497
10/18/1992,,"Near Garut, Jawa, Indonesia",Merpati Nusantara Airlines,,Semarang - Bandung,CASA 235-10,PK-MNN,N-013,310.0,310,0.0,The aircraft was descending in heavy rain when it crashed into Mt. Papandayan.,-7.0842322499999995,107.91500763037543
01/26/2005,01:20,"Rutbah, Iraq",Military - U.S. Marines,,Ferrying troops,CH53E Sea Stallion,,,310.0,310,0.0,The helicopter crashed in rain and a sandstorm.,33.0367407,40.2876459
05/06/1945,12:55,"Hindhead, England",Military - U.S. Army Air Forces,,,Curtiss-Wright C-46D-CU,44-77839,33235,300.0,300,10.0,"Flying low because of poor visiblity, the aircraft struck a radar tower, lost its right wing, crashed and burned. Pilot error. Flying VFR in IFR conditions.",51.1132995,-0.7332662
07/17/1946,,"Cuenca, Ecuador",ANDESA,,Guayaquil - Cuenca,Curtiss C-46D-10-CU,HC-SCA,32982,300.0,300,0.0,Overshot the runway. The pilot was unable to regain altitude and the plane crashed into a hill and burst into flames.,-2.8974072,-79.0041726
03/12/1948,21:14,"Mt. Sanford, Alaska",Northwest Orient Airlines,4422,Anchorage - New York City,Douglas DC-4 (C-54G-1-DO),NC95422,35966/DO360,300.0,300,0.0,"On a charter flight from Lunghwa Airport, Shanghai to La Guardia Airport, New York the plane crashed into the western slope of Mt. Sanford at an altitude of 11,000 feet after taking off from Anchorage, Alaska. Pilot's failure to see Mt. Sanford due to obscuring clouds or aurora borealis while flying a course off the airway.",62.213889,-144.128889
04/15/1948,02:35,"Shannon, Ireland",Pan American World Airways,01/out,Belgium - Shannon,Lockheed L-049-46 Constellation,NC-88858,2058,310.0,300,0.0,"While executing a second instrument approach at Shannon Airport, the aircraft struck the ground 2,380 feet from the approach end of the intended runway, broke apart and burned. Continuation of an instrument approach to an altitude insufficient to clear the terrain. The failure of a fluorescent light may have been a contributing cause. The plane was named Clipper Empress of the Skies.",53.1349614,-8.1611027
01/15/1949,,"Ras-el-Tin, Egypt",Pan African Air Charter,,,Douglas C-54 Skymaster,ZS-AYB,19584,300.0,300,0.0,Ditched in a lagoon.,31.2005332,29.8672431
02/09/1953,19:00,"Cairo, Egypt",Military - Egyptian Air Force,,,Curtiss-Wright C-46,1001,,350.0,300,0.0,Crashed into a hill during a sandstorm.,30.0443879,31.2357257
04/16/1953,,"NW of Hanoi, Vietnam",Aigle Azur,,Hanoi - Na San,Douglas DC-3,F-BESS,19498,300.0,300,0.0,Crashed after takeoff due to wing failure.,21.028266350000003,105.84856371704716
08/09/1954,00:08,"Terceira Island, Azores, Portugal",AVIANCA,,"Lajes, Azores - Bermuda",Lockheed 749A-79 Constellation,HK-163,2664,300.0,300,0.0,"Crashed into mountains after poor weather diverted the flight from Santa Maria. Flew opposite to prescribed course after takeoff. Crew error. The failure of the pilot to carry out the normal climb out procedure following takeoff on a flight to Bermuda and his having made a turn to the left instead of to the right, thus flying into the mountains instead of turning out to sea.",38.72116535,-27.217637988768217
08/04/1955,12:23,"Fort Leonard Wood, Missouri",American Airlines,,"Springfield, IL - St. Louis, MO",Convair CV-240-0,N94221,40,300.0,300,0.0,The aircraft attempted an emergency landing at a military airstrip after fire broke out in the No. 2 engine. The right wing separated from the aircraft and crashed 1.5 miles from the runway. Installation of an unairworthy cylinder in the No. 2 engine which resulted in an uncontrollable fire and loss of the right wing.,37.701139999999995,-92.16933029454009
05/24/1956,,"Guatemala City, Guatemala",Aviateca,,Kano - Tripoli,Douglas DC-3,TG-AHA,6052,310.0,300,0.0,"Crashed into a mountain shortly after taking off. Loss of height and airspeed caused by the aircraft encountering a thunderstorm cell which gave rise to a sudden reversal of wind direction, heavy rain, and possible downdraught conditions.",14.6424667,-90.5131361
07/07/1965,,"Cairo, Egypt",Military - Soviet Air Force,,Cairo - Yamen,Antonov AN-12,,,310.0,300,0.0,Crashed and burned after taking off from Almaza Airport.,30.0443879,31.2357257
08/16/1965,20:21,"Lake Michigan, near Chicago, Illinois",United Air Lines,389,New York City - Chicago,Boeing B-727-22,N7036U,18328/146,300.0,300,0.0,"The plane crashed into Lake Michigan 19.5 miles east of Lake Forest, Illinois during  an approach and while descending from FL 350. The aircraft made a continuous descent at an average rate of approximately 2,000 feet per minute from 35,000 feet to impact with the water in a clean flight configuration. Officially, a cause could not be determined. The aircraft was dispatched illegally without an operating CVR. Possible misread altimeter. The crew could have read the altimeter as 16,000 instead of  6,000 ft. and continued a descent below what they were cleared for. Possible excessive sink rate. Excessive sink rate is thought to have possibly caused four 727 accidents in succession. Lake Michigan 8/16/65, Cincinnati 11/8/65, Salt Lake City 11/11/65 and Tokyo Bay 2/4/66. Only the Salt Lake and Cincinnati crashes were officially attributed to it. After 727 training manuals were modified and pilots were reoriented to the flying characteristics of the aircraft the problem was corrected.",41.8911044,-87.6060944
09/17/1965,11:25,"Montserrat, Antigua",Pan American World Airways,292,"Fort de France - Saint Johns, Antigua",Boeing B-707-121B,N708PA,17586/1,300.0,300,0.0,Crashed into mountains 32 miles southwest of its destination while descending for a landing. Pilot became lost and disoriented. Crew did not determine their position before descending. Navigation error. The aircraft was named 'Clipper Constitution.',43.3146184,-2.004074
01/22/1966,,"Port-au-Prince, Haiti",COHATA,,,Douglas DC-3,N4662,,350.0,300,0.0,Crashed 5 minutes after taking off from Las Cayee.,18.547327,-72.3395928
03/18/1966,18:40,"Cairo, Egypt",United Arab Airlines,749,Nicosia - Cairo,Antonov AN-24B,SU-AOA,57302009,300.0,300,0.0,Crashed into sand dunes. Improper approach during a sandstorm with turbulence and icing. Descent of the aircraft below the safe flight altitude in the final approach.,30.0443879,31.2357257
08/06/1970,02:17,"Islamabad, Pakistan",Pakistan International Airlines,,Rawalpindi - Lahore,Fokker F-27 Friendship 200,AP-ALM,10163,300.0,300,0.0,Crashed into terrain after takeoff in thunderstorms and strong winds.,33.6938118,73.0651511
12/17/1973,13:00,"Rome, Italy",Pan American World Airways,110,Rome - Beirut,Boeing B-707-321B,N407PA,18838,1770.0,300,0.0,Two phosphorus bombs were thrown into the aircraft prior to its departure. The aircraft was named 'Clipper Celestial.',41.8933203,12.4829321
07/27/1981,,"Chihuahua, Mexico",Aeromexico,230,Monterey - Chihuahua,McDonnell Douglas DC-9-32,XA-DEN,47621/729,660.0,300,0.0,"While landing in adverse weather conditions, the aircraft landed right of the runway, bounced and struck the ground. The fuselage broke in two and caught fire. Thunderstorms and strong turbulence in the area associated with a tropical air mass.",28.5000001,-106.0000001
07/11/1984,,"Off Buenavista, Philippines",Military - Philippine Air Force,,,Bell UH-1H,,,300.0,300,0.0,Crashed into the PacifiOcean off the coast of Marinduque Island.,6.9086874,125.2700317
08/17/1988,16:30,"Bahawalpur, Pakistan",Military - Pakistan Air Force,,Bahawalpur - Islamabad,Lockheed C-130B,23494,3708,300.0,300,0.0,"Crashed shortly after taking off from Bahawalpur 60 miles near the Indian border. Act of sabotage. Detonation of a low level explosive device or incapacitating gas. U.S. Ambassador to Pakistan, Arnold Raphel, 45, and Muhammad Zia ul-Haq 64, killed. A recent report states that the accident was caused by the failure of the elevator control system due to a mechanical failure.",29.394644,71.6638747
07/17/1997,11:56,"Bandung, Indonesia",Sempati Air,304,Bangdung - Jakarta,Fokker F-27 Friendship 600,PK-YPM,10415,500.0,300,0.0,"The aircraft developed engine trouble (left engine caught on fire) shortly after taking off.  While attempting to make an emergency landing at Sulaiman AFB, the plane clipped roof tops of a housing project and crashed into a nearby field.",-6.9215529,107.6110212
11/08/1940,,"Brauna, Germany",Deutsche Lufthansa,,,Junkers JU-90,D-AVMF,10,290.0,290,0.0,Icing.,51.2818107,14.0379958
06/26/1950,23:00,"York, Australia",Ansett ANA,,Guildford - Melbourne,Douglas DC-4-1009,VH-ANA,42910,290.0,290,0.0,"The airliner experienced trouble with all four engines. The crew attempted to return to Guildford but  in the dark, while in a 15 degree turn to port, the aircraft barely cleared a ridge line, struck a tree 30 feet off the ground and ploughed into a downward slope shredding itself and contents into small pieces. The aircraft was named 'Amana.'",-31.8889034,116.7691483
02/11/1952,00:20,"Elizabeth, New Jersey",National Airlines,101,,Douglas DC-6,N90891,43055/37,630.0,290,40.0,The aircraft crashed into an apartment complex shortly after taking off. The last message from the pilot was 'I've lost an engine and am returning to field.'   Reversal in flight of No. 3 propeller and subsequent feathering of No. 4 propeller at too low an altitude to effect a recovery.,40.6639916,-74.2107006
02/13/1955,18:53,"Rome, Italy",Sabena,,Brussels - Rome,Douglas DC-6,OO-SDB,43063/60,290.0,290,0.0,Crashed into a mountain while on approach. Navigational error due to failure to use radio equipment.,41.8933203,12.4829321
06/10/1960,,"Off  Mackay, Qld. Australia",Trans Australia Airlines,,Rockhampton - MacKay,Fokker F-27 Friendship 100,VH-TFB,10112,290.0,290,0.0,"The flight crashed into the sea, 7.5 miles from the airport after being in a holding pattern waiting for fog to lift.  Cause could not be determined.",-21.642737,149.2084967
09/22/1960,,"Off Naha, Okinawa",Military - U.S. Marine Corps,,"Atsugi, Japan - Subi Point, Philippines",Douglas R5D-3,56541,,290.0,290,0.0,The plane crashed after transmitting a message that the No. 3 engine was on fire and they were diverting to Okinawa. The fire in the No. 3 engine was extinguished but a residual fire continued in a tire until it ignited the fuel tank resulting in an explosion.,26.2015743,127.69601312507683
06/03/1963,04:25,"Sama, India",Indian Airlines,,Amritsar - Srinagar,Douglas C-47,VT-AUL,20265,290.0,290,0.0,"Cashed 25 miles from Amritsar. Structural failure of the aircraft in the air, following overstressing, as a result of loss of control. The loss of control was caused by improper rigging of the rudder bungee system.",30.1608611,79.0076744
11/15/1964,20:25,"Las Vegas, Nevada",Bonanza Airlines,114,Phoenix - Las Vegas,Fairchild F-27A,N745L,29,290.0,290,0.0,"The aircraft crashed  into rising terrain 9.7 miles south southwest of MCarran Field in a snowstorm during an approach to the airport. Captain's misinterpretation of approach charts leading to premature descent below obstructing terrain. After years of legal court battles, a U.S. District Court Judge concluded that the landing charts provided by Jeppesen were the main cause of the accident.",36.1672559,-115.148516
