Date;Time;Location;Operator;Flight;Route;Type;Registration;cn/In;Aboard;Fatalities;Ground;Summary;Latitude;Longitude
04/15/1971;07:00:00;Near San Jose, Philippines;Military - Philippine Air Force;;Manila - Nichols AFB;Douglas C-47A;293246;13136;4000;390;0;Crashed into a rice field moments after taking off from Basa Air Base near Floridablanca. Climbed to 200 ft. banked to the left, stalled and crashed to the ground. Failure of the right engine. A young boy was the only survivor.;148645114;120490254
08/15/1988;;Northern Afghanistan;Military - Afghan Republican Air Force;;;Antonov AN-22;;;3900;390;0;Shot down by a surface-to-air missile.;461861683;3481674099649900
04/26/1992;;Saveh, Iran;Saha Airline Services;;Manshahr  - Tehran;Fokker F-27 Friendship 400M;mai/15;10499;3900;390;0;The plane crashed in unstable weather while en route from Manshahr to Tehran.;350206133;503584834
01/05/1947;;Tsingtao, China;China National Aviation Corporation;;Shanghai - Tsingtao;Douglas DC-4;XT-T51;;3800;380;0;Crashed into  a mountain while on approach.;360638034;1203781372
03/03/1952;08:10:00;Nice, France;Air France;;Nice - Paris;SNCASE Languedoc;F-BCUM;43;3800;380;0;After taking off, the plane was observed turning to the left until it turned on its back and crashed. Malfunction of ailerons. The gear chain of the co-pilot's control column slipped off the sprocket and jammed the aileron controls.;437009358;72683912
06/26/1963;;Detmold, Germany;Military - Belgian Air Force;;;Kaiser-Fraser C-119G;CP-45;246;4700;380;0;Struck by British mortar fire over Sennelager. Nine paratroopers were able to jump to safety before the plane crashed.;51936284;88791526
01/18/1969;18:21:00;Off Los Angeles, California;United Air Lines;266;Los Angeles - Denver - Milwaukee;Boeing B-727-22QC;N7434U;19891/631;3800;380;0;The aircraft crashed into Santa Monica Bay shortly after a night takeoff in poor weather and visibility. The crew reported a fire warning in  the No. 1 engine and shut it down. After initiating a turn, the aircraft crashed into the water at high speed. The aircraft was dispatched with one generator inoperative. While this was legal, United was required to repair the generator at the first airport where there were repair facilities. The aircraft flew for a total of 41 hours with the inoperative generator passing through airports that had the facilities to repair the generator. Shutting  down the engine took the second generator offline leaving just one generator which became overloaded causing it to trip, resulting in the loss of all electrical power in the aircraft. For reasons undetermined, the battery standby switch was not turned on. At night, in rain, with no lights or instruments, the captain became disoriented and crashed into the PacifiOcean, 11.5 miles west of Los Angeles International Airport, four minutes after its initial takeoff roll. Battery backup for instruments was not required at the time. This crash prompted the FAA to require all transport category aircraft to have a standby attitude indicator which is powered by an independent source. False fire warning which prompted the shutting down of the No. 1 engine. Failure of the crew to unpower the heavy electrical loads before shutting down the No. 1 engine. Failure of UAL to repair the No. 3 generator in a timely manner.;34185784550000000;-1185163726005340
07/29/1972;;Villavicencio, Colombia;AVIANCA / AVIANCA;;;Douglas DC-3 / Douglas DC-3;HK1341X/HK107;11716 / 11723;3800;380;0;Midair collision. Seventeen aboard the HK-134 and twenty-one aboard the HK-107 killed.;41315113;-736206667
07/23/1973;16:43:00;St. Louis, Missouri;Ozark Air Lines;809;Marion, IL - St. Louis;Fairchild-Hiller FH-227B;N4215;513;4400;380;0;The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service.;386280278;-901910154
10/07/1978;;Sverdlovsk, Russia;Aeroflot;;;Yakovlev YAK-40;CCCP-87437;9431335;3800;380;0;Crashed after the left engine flamed out on takeoff.;56839104;6060825
01/18/1985;;Jinan, China;CAAC;5109;Nanjing - Jinan;Antonov AN-24B;B-434;27308110;4100;380;0;Crashed after overshooting the runway in rain and fog.;366507007;1171140042
01/19/1985;08:22:00;Havana, Cuba;Cubana de Aviacion;;Havana - Managua;Ilyushin IL-18D;CU-T899;188011102;3800;380;0;The airliner crashed after takeoff. Failure of the artificial horizon and obstruction of aileron control due to shifted cargo.;23135305;-823589631
11/21/1990;11:15:00;Koh Samui, Thailand;Bangkok Airways;125;Bangkok - Koh Samui;de Havilland Canada DHC-8-103;OB-1358;T210-63675;3800;380;0;After receiving a runway change, the crew executed a missed approach.  They became confused on which way to go. They entered an area of clouds and heavy rain, became disoriented and descended in a left wing down attitude until they impacted the ground at a coconut plantation. The pilots experienced spatial disorientation which resulted in improper control of the aircraft. Numerous procedural errors and poor cockpit discipline by the crew. The pilot flew into weather conditions where he had no visual reference. Lack of cross-checking and monitoring of altitude. Improper monitoring the flight instruments.;94909478;1000615105
11/27/2006;07:20:00;Tehran, Iran;Military - Iranian Revolutionary Guard Corps Air Force;;Tehran - Shiraz;Antonov 74T-200;15-2255;470991045/2010;3800;380;0;The aircraft crashed after losing the right engine during a critical point in the takeoff. The plane stalled, veered to the right and crashed in flames. Three survivors later died in the hospital.;356892523;513896004
07/21/1951;00:00:00;Near Sitka, Alaska;Canadian PacifiAir Lines;;Vancouver - Tokyo;Douglas C-54A;CF-CPC;10327;3700;370;0;Disappeared with no trace over the PacifiOcean while flying from Vancouver to Tokyo. The last message was received while the aircraft was near Yakutat, Alaska with no reports of probems. Cause undetermined.;573913889;-1355961111
04/09/1952;08:07:00;Mihara Volcano, Japan;Japan Air Lines;;Tokyo - Osaka;Martin 202;N93043;9164;3700;370;0;On an early morning flight, under instrument conditions, the crew flew the route segment from Tokyo to Oshima Island 1,000 ft. below the minimum instrument altitude.  At Oshima Island the aircraft crashed into the side of Mihara volcano.;347269449;1393945435
05/09/1957;19:04:00;Barajas, Madrid, Spain;Aviaco;111;Santiago de Compostella - Madrid;Bristol 170 Freighter;EC-ADI;12757;3700;370;0;Crashed while attemping to land. Procedural errors by the pilot.;404733176;-35798446
04/19/1960;20:48:00;Bogota, Colombia;Lloyd Aereo Colombiano;503;Miami - Medellin - Bogota;Curtiss C-46;HK-390;32954;5100;370;0;Crashed during final approach. The pilot failed to take proper action to counteract the loss of speed and height in the final approach turn. Lack of pilot experience.;46529539;-740835643
09/17/1961;08:57:00;Chicago, Illinois;Northwest Orient Airlines;706;Chicago - Tampa;Lockheed 188C  Electra;N137US;1142;3700;370;0;Takeoff and Initial climb appeared to be normal, but at approximately 200 feet a shallow turn to the right continued into a gradually increasing bank of about 85 to 90 degrees. While in the turn, the crew made a short, garbled transmission indicating alarm. During the latter part of the turn a gradual descent began and, two minutes after taking off, the aircraft struck the ground. Mechanical failure in the aileron primary control system due to an improper replacement of the aileron boost assembly, resulting in a loss of lateral control of the aircraft at an altitude too low to effect recovery.;418755616;-876244212
05/03/1963;;Sao Paulo, Brazil;Cruzeiro;;Sao Paulo - Rio de Janeiro;Convair CV-340-59;PP-CDW;159;5000;370;0;The aircraft returned to airport after the No. 2 caught fire. The crew feathered the prop, made a left turn, stalled and crashed into a house. Improper feathering procedure.;-235506507;-466333824
02/07/1966;;Srinagar, India;Indian Airlines;;Srinngar - Jammu - Amritsar - Delhi;Fokker F-27 Friendship 200;PH-SAB;10271;3700;370;0;Crashed into high terrain, 12 miles west of its proper course, due to a navigation error. Abandonment of the ILS approach at too early a stage during an attempt to land under conditions of poor visibility in fog.;340747444;748204443
11/04/1967;;Fernhurst, Sussex, England;Iberia Airlines;;Malaga - London;Sud Aviation Caravelle 10R;EC-BDD;202/204;3700;370;0;The aircraft descended too low and flew into the southern slope of Black Down Hill.  Descended through its assigned altitude for reasons unknown. Actress June Thorburn, 36,  killed.;510481925;-7233101
02/24/1968;;Ban Napa, Laos;Royal Air Lao;;Vientiane - Sayaboury;Douglas DC-3;XW-TAD;26696;3700;370;0;Crashed into the Mekong River.;195908178;1036609889
07/30/1970;;Pau, France;Military - Forces Militaires Françaises;;;Nord 2501 Noratlas;;;3700;370;0;;432957547;-3685668
10/21/1972;;Off Athens, Greece;OlympiAirways;;Kerkira - Athens;NAMC YS-11A-202;SX-BBQ;2155;5300;370;0;Crashed into the sea just short of the runway while on approach in poor visibility.;379769333;23734015
04/27/1976;15:10:00;St. Thomas, Virgin Islands;American Airlines;625;New York City - Saint Thomas;Boeing B-727-95;N1963;19837/499;8800;370;0;After touching down 2,200 feet down the runway, a go-around procedure was initiated. When there was no acceleration felt, the throttles were closed again. After attaining a nose-up attitude of 11 degrees, the aircraft ran off the end of the runway and struck a localizer antenna. The wingtip then clipped a hillside, the aircraft hit an embankment, went airborne and contacted the ground bursting into flames. The captain's actions and his judgement in initiating a go-around manoeuver with insufficient runway remaining after a long touchdown.;1834290815;-6491889970060260
08/26/1980;;Near Jakarta, Indonesia;Bouraq Indonesia Airlines;;Banjarmasin-Sjamsudin Noor  -  Jakarta;Vickers Viscount 812;PK-IVS;353;3700;370;0;A section of the tail separated in flight and the aircraft crashed into a swamp. Broken spigot fitting, which is part of  the elevator torque tube assembly. The part was not repaced as required.;-62617877;1068148171
05/01/1986;06:32:00;San Salvador, El Salvador;Military - El Salvador Air Force;;San Salvador - Panama City;Douglas DC-6;FAS-302;45078;3700;370;0;Crashed into a hill following an engine fire.;136989939;-891914249
10/15/1987;18:28:00;Mt. Crezzo, Italy;Aero Transporti Italiani;;Milan - Koln;Aerospatiale Alenia ATR-42-312;I-ATRH;46;3700;370;0;Shortly after taking off from Milan and passing through FL147, the aircraft nosed down and crashed into a mountain, in icing conditions. Icing of the wings.;458992118;92832264
12/13/1992;;Goma, Congo;Scibe Airlift Cargo Zaire;140;;Fokker F-27 Friendship 400M;9Q-CBH;10649;3700;370;0;The aircraft flew into high ground at 8,800 ft. while positioning for an approach to Goma.The accident happened in darkness.;-16665685;29225652
07/02/1994;18:43:00;Charlotte, North Carolina;USAir;1016;Columbia, SC - Charlotte, NC;McDonnell Douglas DC-9-30;N954VJ;47590;5700;370;0;The aircraft crashed into trees and a private residence after a  missed approach during adverse weather conditions. Microburst induced windshear. Crew's inability to recognize windshear and microburst conditions.  The flightcrew's decision to continue an approach into severe convective activity that was conducive to a microburst. The flightcrew's failure to recognize a windshear situation in a timely manner. The flightcrew's failure to establish and maintain the proper airplane attitude and thrust setting necessary to escape the windshear. The lack of real-time adverse weather and windshear hazard information dissemination from air trafficontrol.;352272086;-808430827
